# ==============================================================================
# optimization_scenarios_preliminary.csv
# GHI CHU QUAN TRONG:
# Kich ban so bo, dung luat don gian (if-then), CHUA phai ket qua tu bo giai toi uu (MILP)
# — khong dung so nay de khang dinh muc tiet kiem chac chan, Sprint 3 se tinh chinh.
#
# CAN CU VA GIA DINH MINH HOA:
# 1. Bieu gia tam: Dien kinh doanh EVN (QD 1279/QD-BCT & 963/QD-BCT), cap dien ap >= 22kV.
#    - Thap diem (00:00 - 06:00 T2-CN): 1.609 VND/kWh
#    - Binh thuong (06:00 - 18:00 & 23:00 - 24:00 T2-T7; 06:00 - 24:00 CN): 2.887 VND/kWh
#    - Cao diem (18:00 - 23:00 T2-T7, khong co CN): 5.025 VND/kWh
# 2. Kich ban 'hien_trang': Chi phi theo bieu gia TOU nhan voi tai du bao cua mo hinh hoi quy.
# 3. Kich ban 'dich_tai_thu_cong': Dich 15% tai gio cao diem sang gio thap diem gan nhat (0h-6h),
#    tong kWh tieu thu bao toan 100%.
# 4. Kich ban 'giam_dinh_don_gian': Cat giam 10% cong suat trong gio cao diem nho dieu chinh
#    nhiet do setpoint / giam chieu sang phu tro.
# 5. Doi voi Chiller (cooling_kw): Cong suat dien quy doi = cooling_kw / COP_rated (COP dinh muc = 5.4).
# ==============================================================================
building_id,metric,scenario,total_kwh,cost_vnd,savings_vnd,savings_pct,assumptions 
Cockatoo_education_Orlando,cooling_kw,dich_tai_thu_cong,9716.31,27823163.0,834872.0,2.91,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Cockatoo_education_Orlando,cooling_kw,giam_dinh_don_gian,9553.38,27839294.0,818742.0,2.86,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Cockatoo_education_Priscilla,cooling_kw,hien_trang,12592.09,37923959.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Cockatoo_education_Priscilla,cooling_kw,dich_tai_thu_cong,12589.28,36762108.0,1161850.0,3.06,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Cockatoo_education_Priscilla,cooling_kw,giam_dinh_don_gian,12366.23,36788991.0,1134967.0,2.99,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Cockatoo_education_Rita,cooling_kw,hien_trang,918.04,2755475.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Cockatoo_education_Rita,cooling_kw,dich_tai_thu_cong,918.04,2692860.0,62615.0,2.27,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Cockatoo_education_Rita,cooling_kw,giam_dinh_don_gian,905.82,2694070.0,61405.0,2.23,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Cockatoo_education_Terrence,cooling_kw,hien_trang,13666.27,41229682.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Cockatoo_education_Terrence,cooling_kw,dich_tai_thu_cong,13659.7,40054670.0,1175012.0,2.85,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Cockatoo_education_Terrence,cooling_kw,giam_dinh_don_gian,13439.02,40087737.0,1141944.0,2.77,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Cockatoo_office_Alton,cooling_kw,hien_trang,10739.05,32016114.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Cockatoo_office_Alton,cooling_kw,dich_tai_thu_cong,10735.35,31015692.0,1000423.0,3.12,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Cockatoo_office_Alton,cooling_kw,giam_dinh_don_gian,10544.97,31040862.0,975252.0,3.05,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Cockatoo_office_Delores,cooling_kw,hien_trang,1149.06,3543367.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Cockatoo_office_Delores,cooling_kw,dich_tai_thu_cong,1149.06,3451865.0,91502.0,2.58,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Cockatoo_office_Delores,cooling_kw,giam_dinh_don_gian,1131.2,3453633.0,89735.0,2.53,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Cockatoo_office_Elbert,cooling_kw,hien_trang,463.65,1434165.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Cockatoo_office_Elbert,cooling_kw,dich_tai_thu_cong,463.65,1395376.0,38789.0,2.7,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Cockatoo_office_Elbert,cooling_kw,giam_dinh_don_gian,456.08,1396126.0,38039.0,2.65,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Cockatoo_office_Gail,cooling_kw,hien_trang,8021.89,23932368.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Cockatoo_office_Gail,cooling_kw,dich_tai_thu_cong,8021.89,23254190.0,678178.0,2.83,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Cockatoo_office_Gail,cooling_kw,giam_dinh_don_gian,7889.54,23267293.0,665075.0,2.78,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Cockatoo_office_Georgia,cooling_kw,hien_trang,5486.06,16139033.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Cockatoo_office_Georgia,cooling_kw,dich_tai_thu_cong,5484.95,15731567.0,407466.0,2.52,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Cockatoo_office_Georgia,cooling_kw,giam_dinh_don_gian,5406.89,15741195.0,397838.0,2.47,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Cockatoo_office_Giovanni,cooling_kw,hien_trang,6551.52,20698706.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Cockatoo_office_Giovanni,cooling_kw,dich_tai_thu_cong,6550.14,20081225.0,617482.0,2.98,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Cockatoo_office_Giovanni,cooling_kw,giam_dinh_don_gian,6431.45,20095332.0,603374.0,2.92,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Cockatoo_office_Jimmy,cooling_kw,hien_trang,733.4,2245836.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Cockatoo_office_Jimmy,cooling_kw,dich_tai_thu_cong,732.83,2197524.0,48312.0,2.15,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Cockatoo_office_Jimmy,cooling_kw,giam_dinh_don_gian,724.16,2199359.0,46477.0,2.07,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Cockatoo_office_Jodie,cooling_kw,hien_trang,72.94,234779.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Cockatoo_office_Jodie,cooling_kw,dich_tai_thu_cong,72.94,228826.0,5953.0,2.54,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Cockatoo_office_Jodie,cooling_kw,giam_dinh_don_gian,71.78,228944.0,5835.0,2.49,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Cockatoo_office_Kristin,cooling_kw,hien_trang,4825.69,14780178.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Cockatoo_office_Kristin,cooling_kw,dich_tai_thu_cong,4819.31,14348598.0,431580.0,2.92,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Cockatoo_office_Kristin,cooling_kw,giam_dinh_don_gian,4743.47,14367002.0,413176.0,2.8,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Cockatoo_office_Laila,cooling_kw,hien_trang,13586.13,41350904.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Cockatoo_office_Laila,cooling_kw,dich_tai_thu_cong,13580.58,40153518.0,1197386.0,2.9,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Cockatoo_office_Laila,cooling_kw,giam_dinh_don_gian,13354.19,40185405.0,1165499.0,2.82,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Cockatoo_office_Lorraine,cooling_kw,hien_trang,9775.47,29216921.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Cockatoo_office_Lorraine,cooling_kw,dich_tai_thu_cong,9775.47,28320649.0,896273.0,3.07,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Cockatoo_office_Lorraine,cooling_kw,giam_dinh_don_gian,9600.55,28337966.0,878956.0,3.01,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Cockatoo_office_Nola,cooling_kw,hien_trang,3319.84,9838329.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Cockatoo_office_Nola,cooling_kw,dich_tai_thu_cong,3318.91,9569410.0,268920.0,2.73,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Cockatoo_office_Nola,cooling_kw,giam_dinh_don_gian,3267.64,9576065.0,262265.0,2.67,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Cockatoo_office_Paige,cooling_kw,hien_trang,1289.76,3802700.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Cockatoo_office_Paige,cooling_kw,dich_tai_thu_cong,1288.75,3705152.0,97547.0,2.57,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Cockatoo_office_Paige,cooling_kw,giam_dinh_don_gian,1271.03,3708626.0,94073.0,2.47,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Cockatoo_office_Pansy,cooling_kw,hien_trang,2096.04,6366125.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Cockatoo_office_Pansy,cooling_kw,dich_tai_thu_cong,2096.04,6183504.0,182621.0,2.87,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Cockatoo_office_Pansy,cooling_kw,giam_dinh_don_gian,2060.4,6187032.0,179093.0,2.81,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Cockatoo_office_Rodney,cooling_kw,hien_trang,1133.12,3387877.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Cockatoo_office_Rodney,cooling_kw,dich_tai_thu_cong,1133.12,3284930.0,102947.0,3.04,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Cockatoo_office_Rodney,cooling_kw,giam_dinh_don_gian,1113.03,3286919.0,100958.0,2.98,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Cockatoo_office_Roxanna,cooling_kw,hien_trang,6500.5,19713669.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Cockatoo_office_Roxanna,cooling_kw,dich_tai_thu_cong,6497.55,19160064.0,553606.0,2.81,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Cockatoo_office_Roxanna,cooling_kw,giam_dinh_don_gian,6393.38,19175417.0,538252.0,2.73,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Crow_education_Kate,cooling_kw,hien_trang,4629.42,13954643.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Crow_education_Kate,cooling_kw,dich_tai_thu_cong,4615.95,13515802.0,438841.0,3.14,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Crow_education_Kate,cooling_kw,giam_dinh_don_gian,4548.0,13545528.0,409115.0,2.93,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Crow_education_Marlin,cooling_kw,hien_trang,17523.6,54571686.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Crow_education_Marlin,cooling_kw,dich_tai_thu_cong,17364.61,52984261.0,1587425.0,2.91,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Crow_education_Marlin,cooling_kw,giam_dinh_don_gian,17263.72,53265809.0,1305877.0,2.39,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Crow_education_Omer,cooling_kw,hien_trang,21978.7,69506236.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Crow_education_Omer,cooling_kw,dich_tai_thu_cong,21973.45,67122646.0,2383590.0,3.43,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Crow_education_Omer,cooling_kw,giam_dinh_don_gian,21515.17,67176982.0,2329255.0,3.35,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Crow_education_Winston,cooling_kw,hien_trang,22173.26,67138590.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Crow_education_Winston,cooling_kw,dich_tai_thu_cong,22133.01,65042739.0,2095851.0,3.12,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Crow_education_Winston,cooling_kw,giam_dinh_don_gian,21776.87,65146741.0,1991849.0,2.97,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Alberto,cooling_kw,hien_trang,807623.76,2428652425.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Alberto,cooling_kw,dich_tai_thu_cong,807623.76,2345462391.0,83190035.0,3.43,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Alberto,cooling_kw,giam_dinh_don_gian,791388.39,2347069692.0,81582733.0,3.36,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_April,cooling_kw,hien_trang,28945.44,86482337.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_April,cooling_kw,dich_tai_thu_cong,28945.44,83307703.0,3174634.0,3.67,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_April,cooling_kw,giam_dinh_don_gian,28325.87,83369040.0,3113297.0,3.6,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Brooke,cooling_kw,hien_trang,938516.57,2779273276.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Brooke,cooling_kw,dich_tai_thu_cong,938516.57,2690462177.0,88811099.0,3.2,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Brooke,cooling_kw,giam_dinh_don_gian,921184.19,2692178082.0,87095194.0,3.13,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Cassie,cooling_kw,hien_trang,17450.05,57390333.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Cassie,cooling_kw,dich_tai_thu_cong,17450.05,54572902.0,2817432.0,4.91,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Cassie,cooling_kw,giam_dinh_don_gian,16900.2,54627337.0,2762996.0,4.81,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Eileen,cooling_kw,hien_trang,34137.76,106312066.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Eileen,cooling_kw,dich_tai_thu_cong,34137.76,102012746.0,4299320.0,4.04,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Eileen,cooling_kw,giam_dinh_don_gian,33298.71,102095813.0,4216253.0,3.97,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Jewell,cooling_kw,hien_trang,99427.24,316579324.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Jewell,cooling_kw,dich_tai_thu_cong,99427.24,302414360.0,14164964.0,4.47,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Jewell,cooling_kw,giam_dinh_don_gian,96662.8,302688039.0,13891285.0,4.39,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Lino,cooling_kw,hien_trang,175537.51,575002525.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Lino,cooling_kw,dich_tai_thu_cong,173245.24,544447500.0,30555025.0,5.31,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Lino,cooling_kw,giam_dinh_don_gian,170294.2,548654859.0,26347665.0,4.58,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Luther,cooling_kw,hien_trang,641781.26,1911762463.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Luther,cooling_kw,dich_tai_thu_cong,641781.26,1848305412.0,63457051.0,3.32,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Luther,cooling_kw,giam_dinh_don_gian,629396.98,1849531455.0,62231008.0,3.26,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Norah,cooling_kw,hien_trang,216974.81,671471083.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Norah,cooling_kw,dich_tai_thu_cong,216974.81,643801921.0,27669162.0,4.12,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Norah,cooling_kw,giam_dinh_don_gian,211574.9,644336512.0,27134570.0,4.04,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Paul,cooling_kw,hien_trang,18151.84,62635337.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Paul,cooling_kw,dich_tai_thu_cong,18151.84,59431796.0,3203541.0,5.11,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Paul,cooling_kw,giam_dinh_don_gian,17526.63,59493691.0,3141646.0,5.02,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Peter,cooling_kw,hien_trang,848217.73,2591331286.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Peter,cooling_kw,dich_tai_thu_cong,848217.73,2489796532.0,101534754.0,3.92,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Peter,cooling_kw,giam_dinh_don_gian,828402.2,2491758269.0,99573017.0,3.84,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Petra,cooling_kw,hien_trang,25290.46,78905906.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Petra,cooling_kw,dich_tai_thu_cong,25290.46,75549301.0,3356605.0,4.25,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Petra,cooling_kw,giam_dinh_don_gian,24635.38,75614154.0,3291753.0,4.17,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Raul,cooling_kw,hien_trang,404720.07,1237405379.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Raul,cooling_kw,dich_tai_thu_cong,404720.07,1188691536.0,48713844.0,3.94,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Raul,cooling_kw,giam_dinh_don_gian,395213.08,1189632728.0,47772651.0,3.86,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Roman,cooling_kw,hien_trang,414195.98,1302940700.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Roman,cooling_kw,dich_tai_thu_cong,414195.98,1248492653.0,54448047.0,4.18,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Roman,cooling_kw,giam_dinh_don_gian,403569.9,1249544635.0,53396065.0,4.1,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Samantha,cooling_kw,hien_trang,305420.55,900440929.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Samantha,cooling_kw,dich_tai_thu_cong,305420.55,872061909.0,28379020.0,3.15,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Samantha,cooling_kw,giam_dinh_don_gian,299882.1,872610216.0,27830713.0,3.09,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Shana,cooling_kw,hien_trang,146208.8,424752631.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Shana,cooling_kw,dich_tai_thu_cong,146208.8,412228353.0,12524278.0,2.95,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Shana,cooling_kw,giam_dinh_don_gian,143764.56,412470333.0,12282298.0,2.89,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Shanna,cooling_kw,hien_trang,261220.84,790138774.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Shanna,cooling_kw,dich_tai_thu_cong,261220.84,761949220.0,28189554.0,3.57,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Shanna,cooling_kw,giam_dinh_don_gian,255719.36,762493866.0,27644908.0,3.5,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Shante,cooling_kw,hien_trang,799611.96,2401778942.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Shante,cooling_kw,dich_tai_thu_cong,799611.96,2318319384.0,83459558.0,3.47,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Shante,cooling_kw,giam_dinh_don_gian,783323.99,2319931893.0,81847049.0,3.41,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Sheena,cooling_kw,hien_trang,19369.45,66836868.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Sheena,cooling_kw,dich_tai_thu_cong,19369.45,63418436.0,3418432.0,5.11,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Sheena,cooling_kw,giam_dinh_don_gian,18702.31,63484483.0,3352385.0,5.02,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Sherrill,cooling_kw,hien_trang,919846.5,2771968504.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Sherrill,cooling_kw,dich_tai_thu_cong,919846.5,2672951687.0,99016816.0,3.57,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Sherrill,cooling_kw,giam_dinh_don_gian,900522.37,2674864776.0,97103728.0,3.5,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Teresa,cooling_kw,hien_trang,49250.95,161535698.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Teresa,cooling_kw,dich_tai_thu_cong,49250.95,154127716.0,7407982.0,4.59,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Teresa,cooling_kw,giam_dinh_don_gian,47805.21,154270844.0,7264854.0,4.5,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
Eagle_education_Wesley,cooling_kw,hien_trang,100516.96,327317984.0,0.0,0.0,"Hien trang van hanh theo du bao phu tai, khong can thiep dich chuyen hay tiet giam"
Eagle_education_Wesley,cooling_kw,dich_tai_thu_cong,100516.96,312072534.0,15245450.0,4.66,Dich 15% phu tai gio cao diem (18h-22h T2-T7) sang gio thap diem (0h-6h). Tong kWh khong doi
Eagle_education_Wesley,cooling_kw,giam_dinh_don_gian,97541.65,312367088.0,14950895.0,4.57,Cat giam 10% cong suat gio cao diem (18h-22h T2-T7) nho tang setpoint/tiet giam den
